,pwqmn_id,hydat_id,pwqmn_dist_from_net,hydat_dist_from_net,dist,data_overlap,C station ID,Q station ID
0,16018406702.0,02GA014,40.34071408037807,57.50918747802952,17.345680566943386,415.0,16018406702.0,same
1,16018406702.0,02GA027,40.34071408037807,125.13453668960427,4713.658837746167,0.0,,
2,16018406702.0,02GA001,40.34071408037807,92.10128668124374,9489.779028389654,0.0,,
3,16018406702.0,02GA022,40.34071408037807,141.41675652669693,4493.149666914377,0.0,,
4,16018403702.0,02GA001,19.487933868689524,92.10128668124374,8217.495285088113,0.0,,
5,16018403702.0,02GA016,19.487933868689524,70.06790585292876,736.928477153531,665.0,16018403702.0,same
6,16018403702.0,02GA027,19.487933868689524,125.13453668960427,12993.615475731602,0.0,,
7,16018407702.0,02GA028,94.15341455586487,100.69331901625713,8.550945208586919,404.0,16018407702.0,same
8,16018407702.0,02GA017,94.15341455586487,78.26766558859948,13906.177884732078,0.0,,
9,16018409902.0,02GA040,114.09874232088879,148.23687364195146,150.46991892429304,444.0,16018409902.0,same
10,16018409902.0,02GA007,114.09874232088879,241.03413356674264,3813.962581060408,0.0,,
11,16018409902.0,02GA033,114.09874232088879,80.07714851498291,2872.032115790447,215.0,,
12,16018410302.0,02GA034,167.20170742196743,44.01953329654937,1111.4059858210312,350.0,16018410302.0,same
13,16018410302.0,02GA002,167.20170742196743,56.15348833090968,7897.793360394977,0.0,,
14,16018401602.0,02GA023,75.98391432846049,151.15276704187013,2287.9618708601556,561.0,16018401602.0,same
15,16018401602.0,02GA036,75.98391432846049,111.76664230775599,11992.24014649953,179.0,,
16,16018410202.0,02GA029,0.7549230774468557,15.681901145378966,34.52145998163007,403.0,16018410202.0,same
17,16018410202.0,02GA015,0.7549230774468557,104.50823440753008,6962.552046470234,403.0,,
18,16018410202.0,02GA031,0.7549230774468557,157.73463173016648,8382.847735021973,403.0,,
19,16018403402.0,02GA015,57.69873325951361,104.50823440753008,66.83355826728521,418.0,16018403402.0,same
20,16018403402.0,02GA008,57.69873325951361,185.54054981750653,14609.876856972503,0.0,,
21,16018403402.0,02GA020,57.69873325951361,241.75015445936504,4160.597541679287,0.0,,
22,4001304402.0,02GD014,82.92141276434229,43.88417392229282,43.32251159925912,424.0,4001304402.0,same
23,16018403202.0,02GA018,327.4755133205667,35.377812974199955,3882.546755524828,470.0,16018403202.0,same
24,16018401002.0,02GA003,176.91808402513797,96.90168373716315,10293.68020543425,588.0,16018401002.0,same
25,16018401002.0,02GA004,176.91808402513797,74.66488313876265,413.16967974821137,0.0,,
26,16018401002.0,02GA009,176.91808402513797,19.34539231381982,11442.676225301646,0.0,,
27,4001308002.0,02GD021,177.80062287459245,157.715986452498,24.58450932365606,218.0,4001308002.0,same
28,16018400902.0,02GA010,175.6212240312015,749.5656691439362,9462.403721336479,548.0,16018400902.0,same
29,4001305002.0,02GD015,17.81701200950415,14.60421385356476,6611.327501930209,299.0,4001305002.0,same
30,4001305002.0,02GD003,17.81701200950415,93.7008578610563,7849.378813065773,289.0,,
31,16018409302.0,02GB004,398.12176585318394,289.6301313229496,6201.690198294441,0.0,,
32,16018409302.0,02GB007,398.12176585318394,355.1838795396557,1424.382776776732,387.0,16018409302.0,same
33,16018402702.0,02GB001,551.4348322607876,84.61539634195711,3255.977998946436,491.0,16018402702.0,same
34,16018410602.0,02GB008,98.60870048264977,110.22064651156504,17.75324280237156,469.0,16018410602.0,same
35,16018410602.0,02GB003,98.60870048264977,280.2619501183299,3594.9969681440916,0.0,,
36,4001302702.0,02GD003,58.55303996106527,93.7008578610563,1354.329742891182,312.0,4001302702.0,same
37,4001302702.0,02GD028,58.55303996106527,310.5426584042697,5949.037416922405,40.0,,
38,16018409602.0,02GB010,167.88078420342126,168.36747558068467,21.263013326202344,300.0,16018409602.0,same
39,16018409602.0,02GB005,167.88078420342126,238.08198581680915,3532.2877621591024,0.0,,
40,16010900702.0,02GC017,451.32917000060036,446.8159866944515,11.497268610941008,236.0,16010900702.0,same
41,16016400102.0,02GC022,10.417867528481803,28.136444209663065,29.228923776721683,408.0,16016400102.0,same
42,16015900302.0,02GC008,52.87850319134058,37.88095663625843,83.28417284396937,267.0,16015900302.0,same
43,16015900302.0,02GC012,52.87850319134058,37.464645604969775,5166.580770265592,118.0,,
44,4002701202.0,02GG002,210.99763277598862,227.61418554123915,27.357882802653776,369.0,4002701202.0,same
45,16010900802.0,02GC026,48.58454980970939,103.46506606926327,63.42180466244041,147.0,16010900802.0,same
46,16010900802.0,02GC004,48.58454980970939,47.41572578515332,5022.640372434917,0.0,,
47,16010900802.0,02GC015,48.58454980970939,15.920147668140773,7209.302543604904,0.0,,
48,16012401102.0,02GC007,176.03657799565636,193.5154404594509,24.83367222270932,143.0,16012401102.0,same
49,4002701602.0,02GG007,138.68641079631058,484.19787268030296,11756.720999274243,0.0,,
50,4002701602.0,02GG003,138.68641079631058,167.97551655250922,321.41385853788665,143.0,4002701602.0,same
51,4001305802.0,02GE003,76.19719741376252,25.079772778865866,12109.403578384576,320.0,4001305802.0,same
52,4001000302.0,02GH002,17.034799445924435,217.73453252291057,4591.82057723091,157.0,4001000302.0,same
53,10000200202.0,02GH003,475.7983081249758,462.9104666498008,13.06492071715737,337.0,10000200202.0,same
54,,,,,,,16018403602.0,02GA015
